n_no kokgi_v 閩南語詞目
704 內孫 內孫
704 嫡孫 內孫
705 內容 內容
706 公家 公家
707 公家 公家
708 不時 不時
708 時常 不時
708 常常 不時
708 經常 不時
708 隨時 不時
708 靜止不動 不時
709 六書 六書
709 六體 六書
710 元氣 元氣
710 精神 元氣
711 六畜 六畜
712 元神 元神
713 大樑 中脊
713 中樑 中脊
714 分配 分配
714 分發 分配
714 分攤 分配
715 不動產 不動產
716 公婆 公婆
717 五彩 五彩
718 分與他人 分張
718 慷慨大方 分張
719 了不得 不得了
719 不得了 不得了
720 不得已 不得已
720 無可奈何 不得已
720 無奈何 不得已
720 逼不得已 不得已
721 內情 內情
721 底細 內情
721 實情 內情
722 中午 中晝
722 中餐 中晝
722 午時 中晝
722 午飯 中晝
722 午餐 中晝
723 中午 中晝時
723 午時 中晝時
723 午餐 中晝時
723 正午 中晝時
724 中餐 中晝飯
724 午飯 中晝飯
724 午餐 中晝飯
725 中餐 中晝頓
725 午飯 中晝頓
725 午餐 中晝頓
726 大眾 公眾
726 公眾 公眾
726 眾人 公眾
727 介紹 介紹
727 引進　 介紹
727 引薦 介紹
727 紹介 介紹
728 中途 中途
728 半途 中途
728 半路 中途
728 途中 中途
729 內部 內部
730 富裕 冗剩
730 寬裕 冗剩
731 莊家 內場
732 公寓 公寓
733 分散 分散
733 四散 分散
734 不敢當 不敢當
735 分配 分發
735 分發 分發
735 分攤 分發
736 中等 中等
737 勾結 勾結
738 不三不四 不答不七
738 不倫不類 不答不七
738 不像樣 不答不七
738 沒水準 不答不七
739 指關節 五筋膎
740 公費 公費
741 中間 中間
742 公開 公開
743 分攤 公開
744 分散 分開
744 分開 分開
744 分離 分開
745 中傷 中傷
745 挖洞 中傷
745 揭短 中傷
745 揭瘡疤 中傷
746 內傷 內傷
747 公債 公債
748 公園 公園
749 外婆 內媽
749 奶奶 內媽
749 老婆婆 內媽
749 祖母 內媽
750 祖先 公媽
750 祖先牌位 公媽
750 神主 公媽
750 靈牌 公媽
751 中意 中意
751 符合心意 中意
751 滿足 中意
752 仁愛 仁愛
753 仁慈 仁慈
753 和善 仁慈
753 善良 仁慈
753 慈悲 仁慈
754 凶煞 凶煞
755 不義 不義
756 仁義 仁義
757 內裡 內裡
758 收手 勼跤
758 抽腳 勼跤
758 抽腿 勼跤
758 退卻 勼跤
758 裹足 勼跤
759 五路 五路
759 各處 五路
759 各路 五路
759 到處 五路
759 處處 五路
760 大方 公路
760 大路 公路
760 公路 公路
760 道路 公路
761 公平 公道
761 公正 公道
762 不滿 不滿
763 五福 五福
764 任何時候 不管時
764 隨時 不管時
765 內閣 內閣
766 呆帳 冇數
766 呆賬 冇數
766 倒債 冇數
766 爛賬 冇數
767 分數 分數
768 五穀 五穀
768 米糧 五穀
768 食糧 五穀
768 糧食 五穀
769 中學 中學
770 公學校 公學校
771 中人 公親
772 平分錢財 分錢
772 討錢 分錢
773 公館 公館
775 中醫 中醫
775 漢醫 中醫
776 分類 分類
777 分 分鐘
777 分鐘 分鐘
778 分攤 分攤
779 五臟 五臟
780 熄滅 化
781 分解 化
781 化解 化
781 消除 化
781 消融 化
782 匹 匹
783 升 升
784 升 升
784 晉級 升
785 午 午
786 午 午
787 厄 厄
787 禍 厄
788 友 友
789 反 反
789 變 反
790 反 反
790 掀 反
790 翻 反
791 壬 壬
792 天 天
793 天 天
794 太 太
795 夫 夫
796 少 少
797 尺 尺
798 尺 尺
799 廿 廿
800 引 引
801 心 心
801 心臟 心
801 核心 心
802 戶 戶
803 手 手
804 支 支
805 文 文
806 斗 斗
806 次 斗
806 戒 斗
806 改 斗
806 擺 斗
807 斤 斤
808 方 方
809 方 方
809 方向 方
809 方法 方
810 工 日
810 太陽 日
810 日 日
811 月 月
811 月亮 月
812 月 月
813 木 木
814 木 木
815 欠 欠
816 止 止
817 惡 歹
817 壞 歹
818 不 毋
819 比 比
820 毛 毛
821 毛 毛
821 姓氏 毛
821 約略 毛
822 氏 氏
823 水 水
823 水份多寡 水
823 收穫次數 水
823 動植物繁殖 水
824 江 水
824 尿液 水
824 河 水
825 壞榜樣 歹𤆬頭
826 衣袖 手䘼
827 二十一 廿一
827 廿一 廿一
828 夫人 夫人
829 歹徒 歹人
829 惡人 歹人
829 壞人 歹人
830 天九 天九牌
830 天九牌 天九牌
830 牌九 天九牌
831 天下 天下
831 世界 天下
832 天才 天才
833 少女 少女
834 戶口 戶口
834 戶籍 戶口
835 手下 手下
835 世代 手下
835 時代 手下
835 時期 手下
835 時勢 手下
835 部下 手下
835 部屬 手下
836 手工 手工
837 一時之間 日子
837 日 日子
837 日子 日子
837 生存 日子
837 生活 日子
837 生計 日子
837 時間 日子
837 期間 日子
838 木工 木工
838 木工師父 木工
838 木匠 木工
839 才 毋才
840 水土 水土
841 孔子 孔子公
841 孔老夫子 孔子公
842 手帕 手巾仔
843 本名 戶口名
843 正名 戶口名
844 月下老人 月下老人
844 媒人 月下老人
845 戶籍謄本 戶口抄本
847 中庭 天井
847 天井 天井
847 天窗 天井
847 院子 天井
848 上天 天公
848 上蒼 天公
848 天老爺 天公
848 老天爺 天公
849 月中 月中
850 月子 月內
851 水井 水井
852 天公生 天公生
853 坐月子房間 月內房
854 大壽金 天公金
854 天公金 天公金
854 天金 天公金
854 金紙 天公金
855 產褥熱 月內風
856 上天 天公祖
856 上蒼 天公祖
856 天老爺 天公祖
856 老天爺 天公祖
857 變天 反天
858 天文 天文
859 太太 太太
860 文化 文化
861 一個月 月日
862 雨天 歹天
862 壞天氣 歹天
863 壞心眼 歹心
864 手部受傷 歹手爪
864 手腳不乾淨 歹手爪
864 偷竊 歹手爪
865 淺笑 文文仔笑
865 微笑 文文仔笑
866 天下大亂 天反地亂
866 動亂不安 天反地亂
866 亂世 天反地亂
867 三夾板 木心枋
867 木心板 木心枋
868 日月蛤 日月蚶
868 帆立貝 日月蚶
868 扇貝 日月蚶
869 日月蛤 日月蟶
869 帆立貝 日月蟶
869 扇貝 日月蟶
870 翻身 反爿
870 翻轉 反爿
871 心火 心火
871 火氣 心火
871 怒氣 心火
871 氣頭上 心火
872 行為 手爪
872 習慣 手爪
873 水牛 水牛
874 斗狀容器 斗仔
875 惡事 歹代
875 壞事 歹代
875 壞消息 歹代
876 水仙 水仙
876 水仙花 水仙
877 支付 支出
877 支出 支出
877 開支 支出
877 開銷 支出
878 月半 月半
879 個把月 月外日
880 反正 反正
880 無論如何 反正
880 橫豎 反正
881 太平 太平
882 零售市場 文市
883 文旦 文旦
883 柚子 文旦
884 水母 水母
884 海蜇皮 水母
885 反目 反目
886 手指關節 手目
886 手腕關節 手目
887 木瓜 木瓜
888 缺錢 欠用
888 需要 欠用
889 不忍 毋甘
889 捨不得 毋甘
889 難過 毋甘
890 水田 水田
891 太白金星 太白星
891 金星 太白星
892 太白粉 太白粉
893 太白酒 太白酒
893 番薯酒 太白酒
894 不嫌棄 毋甘嫌
895 翻白眼 反白睚
896 不甘心 毋甘願
896 不甘願 毋甘願
896 不情不願 毋甘願
896 不願意 毋甘願
896 心不甘情不願 毋甘願
897 天亮 天光
897 破曉 天光
898 文件 文件
899 月夜 月光暝
900 日光燈 日光燈
900 螢光燈 日光燈
901 手印 手印
901 手紋印痕 手印
901 手掌外觀 手印
901 手掌形狀 手印
902 方向 方向
903 木工 木匠
903 木工師父 木匠
903 木匠 木匠
904 小混混 歹囝
904 不良少年 歹囝
904 太保 歹囝
904 浪蕩子 歹囝
904 臭小子 歹囝
905 天地 天地
906 少年 少年
906 年少 少年
906 年輕 少年
906 青少年 少年
907 文字 文字
908 方式 方式
908 方法 方式
909 不平安 欠安
909 生病 欠安
909 身體不適 欠安
910 不好 毋好
910 不行 毋好
910 不能 毋好
910 糟糕 毋好
911 人工水路 水圳
911 水圳 水圳
911 灌溉 水圳
912 凶年 歹年冬
912 荒年 歹年冬
912 歉歲 歹年冬
913 小伙子 少年家
913 年輕力壯 少年家
914 不方便 毋好勢
914 不巧 毋好勢
914 不好意思 毋好勢
914 不湊巧 毋好勢
914 不舒服 毋好勢
914 不碰巧 毋好勢
914 害羞 毋好勢
914 羞恥 毋好勢
914 羞愧 毋好勢
914 搞不好 毋好勢
914 說不定 毋好勢
915 手臂彎曲 手曲
916 不得善終 歹死
916 兇惡 歹死
917 不成 毋成
918 不肖之徒 毋成人
918 不像樣 毋成人
919 把手 手扞仔
919 車把 手扞仔
920 小混混 毋成囝
920 不良少年 毋成囝
920 太保 毋成囝
920 浪蕩子 毋成囝
920 臭小子 毋成囝
921 微不足道 毋成物
922 不像樣 毋成猴
923 不像話 毋成樣
923 不像樣 毋成樣
924 天色 天色
925 心血 心血
926 心地 心行
926 心腸 心行
927 月光 月色
928 木耳 木耳
928 木鬚 木耳
929 貧血 欠血
930 止血 止血
931 不只 毋但
931 不但 毋但
932 不必 毋免
932 不用 毋免
932 不需要 毋免
932 去除 毋免
932 免 毋免
933 相公 夫君
934 手底 手尾
934 手掌 手尾
934 指尖 手尾
934 遺產 手尾
935 月底 月尾
936 手掌握力 手尾力
936 手腕力 手尾力
937 馬尾 毛尾仔
937 辮子 毛尾仔
938 指尖 手尾錢
938 遺產 手尾錢
939 吹毛求疵 歹扭搦
939 難搞 歹扭搦
940 反抗 反抗
940 抗拒 反抗
940 抵抗 反抗
941 夭折 夭折
941 夭壽 夭折
941 非常 夭折
941 短命 夭折
941 過份 夭折
942 木材 木材
943 死魚 反肚
943 肚皮朝天 反肚
943 胃倒反 反肚
944 心 心肝
944 心地 心肝
944 心肝 心肝
944 心愛 心肝
944 心腸 心肝
944 心裡 心肝
944 肚 心肝
945 手肚 手肚
945 前臂內側肌肉 手肚
946 水災 水災
946 淹水 水災
947 火冒三丈 心狂火著
947 氣急攻心 心狂火著
947 氣頭上 心狂火著
948 心肝寶貝 心肝仔囝
949 絞腸痧 反肚痧
950 心中 心肝窟仔
950 心坎 心肝窟仔
950 心裡 心肝窟仔
950 心窩 心肝窟仔
950 心頭 心肝窟仔
950 胸口 心肝窟仔
951 難養 歹育飼
952 心中 心肝頭
952 心坎 心肝頭
952 心裡 心肝頭
952 心窩 心肝頭
952 心頭 心肝頭
952 胸口 心肝頭
953 化身 化身
954 翻車 反車
955 天良 天良
955 良心 天良
956 文言 文言
957 紋身 文身
957 斯文人 文身
958 方言 方言
959 水車 水車
959 運水車 水車
959 龍骨車 水車
960 布袋蓮 水芋仔
961 心事 心事
962 比方 比並
962 比如 比並
962 比喻 比並
962 比較 比並
962 例如 比並
962 譬如 比並
962 譬喻 比並
963 反反覆覆 反來反去
963 顛三倒四 反來反去
964 夜來香 月來香
965 上旬 月初
965 月初 月初
965 月頭 月初
966 不幸 歹命
966 背運 歹命
966 苦命 歹命
966 倒楣 歹命
967 糕 毛呼
968 命運坎坷 歹命人
968 苦命人 歹命人
968 窮人 歹命人
969 不良少女 太妹
969 太妹 太妹
970 夫妻 夫妻
970 夫婦 夫妻
970 伉儷 夫妻
971 手底 手底
971 手掌 手底
971 遺產 手底
972 文官 文官
973 性情不好 歹性地
973 脾氣不好 歹性地
974 不方便 毋拄好
974 不巧 毋拄好
974 不好意思 毋拄好
974 不湊巧 毋拄好
974 不舒服 毋拄好
974 不碰巧 毋拄好
974 搞不好 毋拄好
974 說不定 毋拄好
975 文明 文明
976 水果 水果
977 自行車 孔明車
977 腳踏車 孔明車
978 方式 方法
978 方法 方法
978 招數 方法
978 措施 方法
978 辦法 方法
979 比武 比武
980 凶物 歹物
980 鬼魅 歹物
980 壞人 歹物
980 壞東西 歹物
981 水泡 水疱
981 潦泡 水疱
981 潦漿泡 水疱
982 天狗熱 天狗熱
982 骨痛熱 天狗熱
982 登革熱 天狗熱
983 無所事事 友的
983 遊手好閒 友的
983 幫派份子 友的
984 太空 太空
985 不好的 歹空
985 無利可圖 歹空
985 肇事頻繁 歹空
985 難纏 歹空
986 不知 毋知
986 不知道 毋知
987 不省人事 毋知人
988 不知死活 毋知死
989 不知 毋知影
989 不知道 毋知影
990 上臂 手股
991 床蝨 木蝨
991 臭蟲 木蝨
991 蝨子 木蝨
992 水門 水門
992 水閘 水門
993 方便 方便
993 便利 方便
994 小混混 太保
994 不良少年 太保
994 太保 太保
994 浪蕩子 太保
994 臭小子 太保
995 棘手 歹剃頭
995 難以應付 歹剃頭
995 難纏 歹剃頭
996 日後 日後
996 以後 日後
996 未來 日後
996 將來 日後
996 爾後 日後
997 戒指 手指
998 允許 支持
998 支持 支持
998 同意 支持
998 承諾 支持
998 答應 支持
998 維持 支持
998 輔助 支持
998 幫忙 支持
998 幫助 支持
998 贊同 支持
998 贊成 支持
999 不要 毋挃
1000 不是 毋是
1001 抽水機 水拹仔
1002 不對勁 毋是勢
1003 手指 手指頭仔
1003 手指頭 手指頭仔
1003 指頭 手指頭仔
1004 充飢 止枵
1005 手段 手段
1005 招數 手段
1005 辦法 手段
1006 水泉 水泉
1006 泉水 水泉
1007 反省 反省
1007 檢討 反省
1008 弦月 月眉
1009 難看 歹看
1009 難堪 歹看
1010 難看 歹看相
1011 反叛 反背
1011 背叛 反背
1011 辜負 反背
1011 違反 反背
1011 違背 反背
1012 淺紅色 水紅仔色
1013 巴郎 巴郎
1013 四破 巴郎
1013 竹筴魚 巴郎
1013 藍圓鰺 巴郎
1014 手面 手面
1014 手掌 手面
1014 現金 手面
1014 現款 手面
1015 方向 方面
1015 方面 方面
1015 部分 方面
1016 難吃 歹食
1017 手風琴 手風琴
1018 月俸 月俸
1018 月給 月俸
1018 月薪 月俸
1018 薪水 月俸
1018 薪資 月俸
1019 不如 毋值
1019 不值得 毋值
1020 不允許 毋准
1020 不答應 毋准
1021 反而 反倒轉
1021 反倒 反倒轉
1022 月 月娘
1022 月亮 月娘
1023 木屐 木屐
1024 水庫 水庫
1025 反悔 反悔
1025 後悔 反悔
1026 天界 天庭
1026 天庭 天庭
1026 額頭眉間 天庭
1027 午時 午時
1028 及時 及時
1028 合時 及時
1028 當季 及時
1029 天時 天時
1030 白天 日時
1031 不曾 毋捌
1031 不認識 毋捌
1031 不懂 毋捌
1032 午時水 午時水
1033 白天 日時仔
1034 及格 及格
1034 合格 及格
1035 掀桌子 反桌
1035 翻桌子 反桌
1036 文書 文書
1037 月桃 月桃
1037 良薑 月桃
1037 虎子花 月桃
1038 天候 天氣
1038 天氣 天氣
1039 水分 水氣
1039 水氣 水氣
1039 溼氣 水氣
1040 惡化 反症
1041 止痛 止疼
1042 毛病 毛病
1043 水痘 水珠
1044 不治之症 歹症頭
1044 頑疾 歹症頭
1044 頑症 歹症頭
1045 天秤 天秤
1046 心力 心神
1046 心思 心神
1046 情緒 心神
1046 精神 心神
1047 不缺 少缺
1047 多 少缺
1047 多得很 少缺
1048 耙子 手耙
1049 不足 欠缺
1049 不夠 欠缺
1049 乏 欠缺
1050 引起 引起
1050 引發 引起
1050 發動 引起
1051 記性 記持
1051 記憶 記持
1051 記憶力 記持
1052 上肢胳臂 手骨
1052 手骨 手骨
1053 天堂 天堂
1054 夫妻 夫婦
1054 夫婦 夫婦
1054 伉儷 夫婦
1055 反常 反常
1055 變樣 反常
1056 日常 日常
1056 平日 日常
1056 平常 日常
1057 心情 心情
1058 不甘心 毋情願
1058 不甘願 毋情願
1058 不情不願 毋情願
1058 心不甘情不願 毋情願
1059 手汗 手液
1060 水梨 水梨仔
1060 梨 水梨仔
1060 梨子 水梨仔
1061 爽快 心爽
1062 天理 天理
1062 天道 天理
1063 心理 心理
1064 手印 手痕
1064 手紋印痕 手痕
1064 手掌外觀 手痕
1064 手掌形狀 手痕
1064 手模 手痕
1064 指紋 手痕
1065 水產 水產
1065 海產 水產
1066 支票 支票
1067 文章 文章
1068 翻船 反船
1069 手術 手術
1069 訓誡 手術
1069 開刀 手術
1069 懲罰 手術
1070 不可 毋通
1070 不要 毋通
1071 水貨 水貨
1072 天上 天頂
1072 天空 天頂
1073 孔雀 孔雀
1074 木魚 木魚
1075 木麻黃 木麻黃
1076 不得體 歹喙
1076 負面話 歹喙
1077 挑嘴 歹喙斗
1078 止渴 止喙焦
1079 比方 比喻
1079 比如 比喻
1079 比喻 比喻
1079 例如 比喻
1079 譬如 比喻
1079 譬喻 比喻
1080 思念 心悶
1080 想念 心悶
1080 愁苦煩悶 心悶
1081 支持 支援
1081 支援 支援
1081 援助 支援
1081 維持 支援
1081 幫忙 支援
1081 幫助 支援
1081 贊同 支援
1082 不敢 毋敢
1083 水晶 水晶
1084 日期 日期
1085 木棉 木棉
1085 紅棉 木棉
1085 斑芝棉 木棉
1086 引渡 引渡
1087 教養差 歹款
1087 壞習慣 歹款
1088 毛毯 毛毯
1088 毯子 毛毯
1089 天然 天然
1089 自然 天然
1090 月琴 月琴
1091 中庭 天窗
1091 天井 天窗
1091 天窗 天窗
1091 院子 天窗
1092 難以入眠 歹睏
1093 巴結 巴結
1093 扶 巴結
1093 堅強 巴結
1094 手筆 手筆
1094 手跡 手筆
1094 筆跡 手筆
1095 月俸 月給
1095 月給 月給
1095 月薪 月給
1095 薪水 月給
1095 薪資 月給
1096 水筆仔 水筆仔
1097 手腕 手腕
1098 腕骨 手腕骨
1099 不對 毋著
1100 文雅 文雅
1100 高尚 文雅
1100 高雅 文雅
1100 斯文 文雅
1100 優美 文雅
1101 手勢 手勢
1102 欠帳 欠債
1102 欠債 欠債
1102 負債 欠債
1103 不方便 歹勢
1103 不好意思 歹勢
1103 不湊巧 歹勢
1103 害羞 歹勢
1103 羞恥 歹勢
1103 羞愧 歹勢
1104 天意 天意
1105 心意 心意
1105 看法 心意
1105 想法 心意
1106 惡意 歹意
1107 月黑天 月暗暝
1107 暗夜 月暗暝
1108 斗概 斗概
1109 水平 水準
1109 水準 水準
1110 下水道 水溝
1110 水溝 水溝
1110 臭水溝 水溝
1111 太極拳 太極拳
1112 上游 水源頭
1112 水源地 水源頭
1112 水源頭 水源頭
1113 少主 少爺
1113 少爺 少爺
1114 月經 月經
1114 月經來潮 月經
1115 反胃 反腹
1115 吐 反腹
1116 心 心腸
1116 心地 心腸
1116 心肝 心腸
1116 心愛 心腸
1116 心腸 心腸
1116 心裡 心腸
1117 心腹 心腹
1117 親信 心腹
1117 臟腑 心腹
1118 肚子痛 歹腹肚
1118 拉肚子 歹腹肚
1119 叱罵 歹話
1119 咒罵 歹話
1119 辱罵 歹話
1119 詈罵 歹話
1119 詛咒 歹話
1119 罵 歹話
1119 謾罵 歹話
1119 壞話 歹話
1120 毛髮邊際 毛跤
1121 手藝 手路
1122 歹路 歹路
1123 背運 歹運
1123 倒楣 歹運
1123 霉運 歹運
1124 不過 毋過
1124 可是 毋過
1124 但是 毋過
1125 比喻 比較
1125 比較 比較
1125 譬喻 比較
1126 水道 水道
1126 水管 水道
1126 航道 水道
1126 管道 水道
1127 自來水 水道水
1128 拿手好菜 手路菜
1128 拿手菜 手路菜
1129 水龍頭 水道頭
1130 手槍 手銃
1131 水門 水閘
1131 水閘 水閘
1132 水電工 水電
1133 手電筒 手電仔
1134 反悔 反僥
1134 背信 反僥
1134 背約 反僥
1134 違約 反僥
1135 止咳 止嗽
1136 夭折 夭壽
1136 夭壽 夭壽
1136 足 夭壽
1136 非常 夭壽
1136 很 夭壽
1136 短命 夭壽
1136 腳 夭壽
1136 過份 夭壽
1137 夭壽 夭壽仔
